Category,Product Name,Price,Original Price,Discount %,Discount Amount,Availability,Product URL,Rating,Image URL,Is Prime,Date Scraped
Men's Shoes,Bata,849.0,999.0,15.02,150.0,In Stock,https://www.amazon.in/BATA-BOSS-Grip-Uniform-Shoe-9-8216033/dp/B096BFVSFG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-19,3.6,https://m.media-amazon.com/images/I/71rYxtbE8SS._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,ASIAN,1199.0,2499.0,52.02,1300.0,In Stock,https://www.amazon.in/ASIAN-DOMINATOR-03-Running-Lightweight-Comfortable/dp/B0DK7KM8Z2/ref=sr_1_20?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-20,3.7,https://m.media-amazon.com/images/I/71t+8Gzi7SL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,U.S. POLO ASSN.,2879.0,4799.0,40.01,1920.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfbXRmOjMwMDUyNDM5ODQ2MTAzMjo6MDo6&url=%2FU-S-Assn-REINER-Sneaker-2FD24451A02%2Fdp%2FB0D8BYC9TG%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.6,https://m.media-amazon.com/images/I/71LGk3eWkKL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Cruiser,999.0,2499.0,60.02,1500.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfbXRmOjMwMDQ2NTgwODg5ODczMjo6MDo6&url=%2FCruiser-Sneaker-Comfort-Cushioned-Lace-Up%2Fdp%2FB0DQQ6MXG3%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.6,https://m.media-amazon.com/images/I/61cX2y010sL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Cruiser,999.0,2499.0,60.02,1500.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfbXRmOjMwMDQ2NTgwNTk5MTIzMjo6MDo6&url=%2FCruiser-Lightweight-Comfortable-Footwear-2630-2%2Fdp%2FB0DSC5DDH2%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.2,https://m.media-amazon.com/images/I/717cuQbVMKL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,DOCTOR HEALTH SUPER SOFT,799.0,999.0,20.02,200.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfbXRmOjMwMDQxNzU3NTYzMzkzMjo6MDo6&url=%2FDOCTOR-HEALTH-SUPER-SOFT-Comfortable%2Fdp%2FB0DNXRXT4B%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.9,https://m.media-amazon.com/images/I/71rCKiE8RYL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Boldfit,1399.0,3999.0,65.02,2600.0,In Stock,https://www.amazon.in/Boldfit-Trekking-Outdoor-Repellent-Tracking/dp/B0D1KMHF9G/ref=sr_1_25?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-25,4.0,https://m.media-amazon.com/images/I/71jucJHKGrL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Reebok,1444.0,2599.0,44.44,1155.0,In Stock,https://www.amazon.in/Reebok-Runing-Sports-Energy-Runner/dp/B08D3L7853/ref=sr_1_26?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-26,3.9,https://m.media-amazon.com/images/I/71dGLtr+1mL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,AVANT,944.0,1499.0,37.02,555.0,In Stock,https://www.amazon.in/s?k=men%27s+shoes#,4.0,https://m.media-amazon.com/images/I/61f9pDQDqlL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,AVANT,944.0,1499.0,37.02,555.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzk2NjMzMjczNDkwMTE6MTc0NDA0NjkzNzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNTE3MDU1OTY2MDMyOjowOjo&url=%2FAVANT-SpartanX-Running-L-Grey-AVMSH117CL01UK9%2Fdp%2FB0CW61S7SF%2Fref%3Dsxin_35_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%253Aamzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%26cv_ct_cx%3Dmen%2527s%2Bshoes%26keywords%3Dmen%2527s%2Bshoes%26pd_rd_i%3DB0CW61S7SF%26pd_rd_r%3D27fbbec7-6441-4787-91b9-08eca18f5a17%26pd_rd_w%3Dz8nI8%26pd_rd_wg%3Dvipk7%26pf_rd_p%3D2e7595f7-5329-47f7-beca-04dc18a21cee%26pf_rd_r%3DAJT3MR3D56BAP9VVXHX4%26qid%3D1744046937%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-883a54c7-f466-4d42-997c-6d482a360a1a-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.0,https://m.media-amazon.com/images/I/61f9pDQDqlL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,DOCTOR EXTRA SOFT,1699.0,5999.0,71.68,4300.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzk2NjMzMjczNDkwMTE6MTc0NDA0NjkzNzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMzQ4MTU1MDcxNTMyOjoxOjo&url=%2FDOCTOR-EXTRA-SOFT-Lightweight-D-2009%2Fdp%2FB0DJ1N59FQ%2Fref%3Dsxin_35_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%253Aamzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%26cv_ct_cx%3Dmen%2527s%2Bshoes%26keywords%3Dmen%2527s%2Bshoes%26pd_rd_i%3DB0DJ1N59FQ%26pd_rd_r%3D27fbbec7-6441-4787-91b9-08eca18f5a17%26pd_rd_w%3Dz8nI8%26pd_rd_wg%3Dvipk7%26pf_rd_p%3D2e7595f7-5329-47f7-beca-04dc18a21cee%26pf_rd_r%3DAJT3MR3D56BAP9VVXHX4%26qid%3D1744046937%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-883a54c7-f466-4d42-997c-6d482a360a1a-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.0,https://m.media-amazon.com/images/I/71G2e2LxN+L._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,HEALTH FIT,1393.0,2499.0,44.26,1106.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzk2NjMzMjczNDkwMTE6MTc0NDA0NjkzNzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMTM3MTk5OTMwNzMyOjoyOjo&url=%2FHEALTH-FIT-Orthopedic-Breathable-Ultra-Lightweight%2Fdp%2FB0CW1M35WS%2Fref%3Dsxin_35_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%253Aamzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%26cv_ct_cx%3Dmen%2527s%2Bshoes%26keywords%3Dmen%2527s%2Bshoes%26pd_rd_i%3DB0CW1M35WS%26pd_rd_r%3D27fbbec7-6441-4787-91b9-08eca18f5a17%26pd_rd_w%3Dz8nI8%26pd_rd_wg%3Dvipk7%26pf_rd_p%3D2e7595f7-5329-47f7-beca-04dc18a21cee%26pf_rd_r%3DAJT3MR3D56BAP9VVXHX4%26qid%3D1744046937%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-883a54c7-f466-4d42-997c-6d482a360a1a-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.0,https://m.media-amazon.com/images/I/417moBumdzL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,LUDIC,1399.0,3499.0,60.02,2100.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzk2NjMzMjczNDkwMTE6MTc0NDA0NjkzNzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNDA5NDMzMzkzNzMyOjozOjo&url=%2FLUDIC-Leather-Sneakers-Classic-Comfort%2Fdp%2FB0CQNYT4NZ%2Fref%3Dsxin_35_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%253Aamzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%26cv_ct_cx%3Dmen%2527s%2Bshoes%26keywords%3Dmen%2527s%2Bshoes%26pd_rd_i%3DB0CQNYT4NZ%26pd_rd_r%3D27fbbec7-6441-4787-91b9-08eca18f5a17%26pd_rd_w%3Dz8nI8%26pd_rd_wg%3Dvipk7%26pf_rd_p%3D2e7595f7-5329-47f7-beca-04dc18a21cee%26pf_rd_r%3DAJT3MR3D56BAP9VVXHX4%26qid%3D1744046937%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-883a54c7-f466-4d42-997c-6d482a360a1a-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.9,https://m.media-amazon.com/images/I/51sjUPPxKTL._AC_UL320_.jpg,No,2025-04-07
Men's Shoes,DOCTOR EXTRA SOFT,1599.0,5999.0,73.35,4400.0,In Stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzk2NjMzMjczNDkwMTE6MTc0NDA0NjkzNzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMzExODUxMTg5NTMyOjo0Ojo&url=%2FDOCTOR-EXTRA-SOFT-Comfortable-Lightweight%2Fdp%2FB0DF5VBQL3%2Fref%3Dsxin_35_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%253Aamzn1.sym.2e7595f7-5329-47f7-beca-04dc18a21cee%26cv_ct_cx%3Dmen%2527s%2Bshoes%26keywords%3Dmen%2527s%2Bshoes%26pd_rd_i%3DB0DF5VBQL3%26pd_rd_r%3D27fbbec7-6441-4787-91b9-08eca18f5a17%26pd_rd_w%3Dz8nI8%26pd_rd_wg%3Dvipk7%26pf_rd_p%3D2e7595f7-5329-47f7-beca-04dc18a21cee%26pf_rd_r%3DAJT3MR3D56BAP9VVXHX4%26qid%3D1744046937%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-883a54c7-f466-4d42-997c-6d482a360a1a-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.3,https://m.media-amazon.com/images/I/710f3dUaGRL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,ASIAN,769.0,1499.0,48.7,730.0,In Stock,https://www.amazon.in/ASIAN-Tarzan-11-Sneaker-High-Neck-Lightweight/dp/B0CD4GCMZG/ref=sr_1_27?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-27,3.8,https://m.media-amazon.com/images/I/71cflgAolqL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,new balance,1477.0,4499.0,67.17,3022.0,In Stock,https://www.amazon.in/new-balance-Drift-Running-Black-White-Silver/dp/B0CBWR72JB/ref=sr_1_28?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-28,3.6,https://m.media-amazon.com/images/I/71mNgaUwO4L._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Reebok,1575.0,2799.0,43.73,1224.0,In Stock,https://www.amazon.in/Reebok-Sports-Velocity-Runner-Running/dp/B0DG5M2B44/ref=sr_1_29?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-29,4.0,https://m.media-amazon.com/images/I/51LX0s8cmfL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,ASIAN,674.0,999.0,32.53,325.0,In Stock,https://www.amazon.in/Asian-Shoes-Future-01-Running-Shoe-7Uk/dp/B019WGI770/ref=sr_1_30?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-30,3.8,https://m.media-amazon.com/images/I/610fN3RyKFL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,ASIAN,949.0,1299.0,26.94,350.0,In Stock,https://www.amazon.in/ASIAN-Delta-20-Running-Walking-Lightweight/dp/B09WLKGR8Z/ref=sr_1_31?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-31,3.9,https://m.media-amazon.com/images/I/61km43b-q5L._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Reebok,1364.0,2599.0,47.52,1235.0,In Stock,https://www.amazon.in/Reebok-Heritage-Navy-SEMI-Walking-EW4250/dp/B08FZRYSVW/ref=sr_1_32?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-32,4.0,https://m.media-amazon.com/images/I/81xcLHSFSCL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Centrino,799.0,2499.0,68.03,1700.0,In Stock,https://www.amazon.in/Centrino-Mens-Chicku-Moccasins-9-3392-03/dp/B08NZ9PPCH/ref=sr_1_33?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-33,3.8,https://m.media-amazon.com/images/I/71I8S-yPG+L._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,SPARX,844.0,1299.0,35.03,455.0,In Stock,https://www.amazon.in/Sparx-SM-648-Golden-Running-SX0648GBKGO0009/dp/B08K9R1RSH/ref=sr_1_34?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-34,4.1,https://m.media-amazon.com/images/I/71iV1K42XJL._AC_UL320_.jpg,Yes,2025-04-07
Men's Shoes,Bata,574.0,699.0,17.88,125.0,In Stock,https://www.amazon.in/BATA-Mens-Beige-Canvas-Sneakers/dp/B00SWEF79A/ref=sr_1_35?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-35,3.6,https://m.media-amazon.com/images/I/51zA3Xl-12L._AC_UL320_.jpg,Yes,2025-04-07
