Category,Sub Category,Brand,Product,Price,Original Price,Discount %,Discount Amount,price_range,Availability,Rating,Is Prime,Product URL,Image URL,Date Scraped
Men,Jean,NOBIY,Men's Jeans,1749,3499.0,50.01,1750,Budget,In Stock,5.0,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjk1NTIxNDc5Nzc2MTU3OjE3NDQwNDY4ODI6c3BfYnRmOjMwMDUyNTkzNjA1NTAzMjo6MDo6&url=%2FNOBIY-Regular-Pleasted-Flexible-Waistline%2Fdp%2FB0CTTH96LP%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.B-i8n29zrZZ_JGiFyTssLK38EEHCjdYctcoUlepXI8BGUvNFjMJz5RsEl_dmw1o9z_Yo_NXUAHw9BKMRmRKrSjycE_18RJ0yAVVT6wVK0kgkUiurisaorC3yy03wuDnlNkTksh6vHyKRfiqRj7UzF4ICb-nGIpccFOgsUsD770k9Tkz0sdjYgRDZ8C6kvxMYQNBRPdZDocsYDH3zI06BRnrJeWftAY75_S8_g1W6u5ziL4lbiSfDvLgIgQNiBXNE_uVRAiwDasOZOgSO49FqCfI4M64OpvIeyHcrsT5-3Mo._MeDiPpBQ9JBQQ9hIpWqUbX30XD8pZ74ChXT1YvfFq4%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bjeans%26qid%3D1744046882%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/711aijpMDqL._AC_UL320_.jpg,2025-04-07
Men,Jean,Par Excellence,Men's Jeans,799,1299.0,38.49,500,Budget,In Stock,3.5,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjk1NTIxNDc5Nzc2MTU3OjE3NDQwNDY4ODI6c3BfYnRmOjIwMTE2NjQ0OTYwMDk4OjowOjo&url=%2FPar-Excellence-Relaxed-Fabia_DXBLUE_Dark-Blue_32W%2Fdp%2FB072F3PNMZ%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.B-i8n29zrZZ_JGiFyTssLK38EEHCjdYctcoUlepXI8BGUvNFjMJz5RsEl_dmw1o9z_Yo_NXUAHw9BKMRmRKrSjycE_18RJ0yAVVT6wVK0kgkUiurisaorC3yy03wuDnlNkTksh6vHyKRfiqRj7UzF4ICb-nGIpccFOgsUsD770k9Tkz0sdjYgRDZ8C6kvxMYQNBRPdZDocsYDH3zI06BRnrJeWftAY75_S8_g1W6u5ziL4lbiSfDvLgIgQNiBXNE_uVRAiwDasOZOgSO49FqCfI4M64OpvIeyHcrsT5-3Mo._MeDiPpBQ9JBQQ9hIpWqUbX30XD8pZ74ChXT1YvfFq4%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bjeans%26qid%3D1744046882%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81ZSfNHwFzL._AC_UL320_.jpg,2025-04-07
Men,Jean,Bewakoof,Men's Jeans,1699,3799.0,55.28,2100,Budget,In Stock,3.6,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjk1NTIxNDc5Nzc2MTU3OjE3NDQwNDY4ODI6c3BfYnRmOjMwMDI2Njg0MDI0NTQzMjo6MDo6&url=%2FBewakoof-Straight-Cotton-Carpenter-Jeans_624675_Beige_32%2Fdp%2FB0CYCCY596%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.B-i8n29zrZZ_JGiFyTssLK38EEHCjdYctcoUlepXI8BGUvNFjMJz5RsEl_dmw1o9z_Yo_NXUAHw9BKMRmRKrSjycE_18RJ0yAVVT6wVK0kgkUiurisaorC3yy03wuDnlNkTksh6vHyKRfiqRj7UzF4ICb-nGIpccFOgsUsD770k9Tkz0sdjYgRDZ8C6kvxMYQNBRPdZDocsYDH3zI06BRnrJeWftAY75_S8_g1W6u5ziL4lbiSfDvLgIgQNiBXNE_uVRAiwDasOZOgSO49FqCfI4M64OpvIeyHcrsT5-3Mo._MeDiPpBQ9JBQQ9hIpWqUbX30XD8pZ74ChXT1YvfFq4%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bjeans%26qid%3D1744046882%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/51fQk4BcvbL._AC_UL320_.jpg,2025-04-07
Men,Jean,Urbano Plus,Men's Jeans,1349,2999.0,55.02,1650,Budget,In Stock,4.0,Yes,https://www.amazon.in/s?k=men%27s+jeans#,https://m.media-amazon.com/images/I/51-3pcx5KgL._AC_UL320_.jpg,2025-04-07
Men,Jean,Urbano Plus,Men's Jeans,1349,2999.0,55.02,1650,Budget,In Stock,4.0,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzNjI3NjUzMDQ0MDI1OjE3NDQwNDY4ODI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA1MjI2ODAzNjMxMzI6OjA6Og&url=%2FUrbano-Plus-Washed-Non-Stretchable-plusjeanloosep-02-ecru-44%2Fdp%2FB0D7SGRKM1%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%253Aamzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%26cv_ct_cx%3Dmen%2527s%2Bjeans%26keywords%3Dmen%2527s%2Bjeans%26pd_rd_i%3DB0D7SGRKM1%26pd_rd_r%3Db587dfe0-34e9-4452-88ea-d4df5b97034f%26pd_rd_w%3DJiYWM%26pd_rd_wg%3DiyyLG%26pf_rd_p%3D030b404d-71b4-44ac-bd40-72a281aab15b%26pf_rd_r%3DA2SQFFZEFT42XW4VS31F%26qid%3D1744046882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,https://m.media-amazon.com/images/I/51-3pcx5KgL._AC_UL320_.jpg,2025-04-07
Men,Jean,Neostreak,Men's Jeans,929,2499.0,62.83,1570,Budget,In Stock,4.8,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzNjI3NjUzMDQ0MDI1OjE3NDQwNDY4ODI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA1MDU4ODc5NTA5MzI6OjE6Og&url=%2FNeoStreak-Mens-Loose-Jeans-neojeanloose-01_Black%2Fdp%2FB0DVQ592H8%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%253Aamzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%26cv_ct_cx%3Dmen%2527s%2Bjeans%26keywords%3Dmen%2527s%2Bjeans%26pd_rd_i%3DB0DVQ592H8%26pd_rd_r%3Db587dfe0-34e9-4452-88ea-d4df5b97034f%26pd_rd_w%3DJiYWM%26pd_rd_wg%3DiyyLG%26pf_rd_p%3D030b404d-71b4-44ac-bd40-72a281aab15b%26pf_rd_r%3DA2SQFFZEFT42XW4VS31F%26qid%3D1744046882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,https://m.media-amazon.com/images/I/51s2EqouhVL._AC_UL320_.jpg,2025-04-07
Men,Jean,INKD,Men's Jeans,569,1649.0,65.49,1080,Budget,In Stock,4.0,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzNjI3NjUzMDQ0MDI1OjE3NDQwNDY4ODI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA0MTMzMzU1MzkyMzI6OjI6Og&url=%2FINKD-Mens-Relaxed-Jeans-INKAW24MJN-501_Airforce%2Fdp%2FB0DGY1PQ8X%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%253Aamzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%26cv_ct_cx%3Dmen%2527s%2Bjeans%26keywords%3Dmen%2527s%2Bjeans%26pd_rd_i%3DB0DGY1PQ8X%26pd_rd_r%3Db587dfe0-34e9-4452-88ea-d4df5b97034f%26pd_rd_w%3DJiYWM%26pd_rd_wg%3DiyyLG%26pf_rd_p%3D030b404d-71b4-44ac-bd40-72a281aab15b%26pf_rd_r%3DA2SQFFZEFT42XW4VS31F%26qid%3D1744046882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,https://m.media-amazon.com/images/I/71-8pEpQhmL._AC_UL320_.jpg,2025-04-07
Men,Jean,INKD,Men's Jeans,859,2249.0,61.81,1390,Budget,In Stock,5.0,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzNjI3NjUzMDQ0MDI1OjE3NDQwNDY4ODI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA1MTgwNTAxMTgyMzI6OjM6Og&url=%2FINKD-Mens-Relaxed-Jeans-INKSS25MJN-601_Marine%2Fdp%2FB0DSHQFZFX%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%253Aamzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%26cv_ct_cx%3Dmen%2527s%2Bjeans%26keywords%3Dmen%2527s%2Bjeans%26pd_rd_i%3DB0DSHQFZFX%26pd_rd_r%3Db587dfe0-34e9-4452-88ea-d4df5b97034f%26pd_rd_w%3DJiYWM%26pd_rd_wg%3DiyyLG%26pf_rd_p%3D030b404d-71b4-44ac-bd40-72a281aab15b%26pf_rd_r%3DA2SQFFZEFT42XW4VS31F%26qid%3D1744046882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,https://m.media-amazon.com/images/I/81IDiCyfb0L._AC_UL320_.jpg,2025-04-07
Men,Jean,INKD,Men's Jeans,699,1849.0,62.2,1150,Budget,In Stock,4.0,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzNjI3NjUzMDQ0MDI1OjE3NDQwNDY4ODI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA0NDU5MjQzOTUwMzI6OjQ6Og&url=%2FINKD-Regular-Jeans-INKSS23MJN-002_Denim-Divine_34%2Fdp%2FB0C1GSX5HR%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%253Aamzn1.sym.030b404d-71b4-44ac-bd40-72a281aab15b%26cv_ct_cx%3Dmen%2527s%2Bjeans%26keywords%3Dmen%2527s%2Bjeans%26pd_rd_i%3DB0C1GSX5HR%26pd_rd_r%3Db587dfe0-34e9-4452-88ea-d4df5b97034f%26pd_rd_w%3DJiYWM%26pd_rd_wg%3DiyyLG%26pf_rd_p%3D030b404d-71b4-44ac-bd40-72a281aab15b%26pf_rd_r%3DA2SQFFZEFT42XW4VS31F%26qid%3D1744046882%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sr%3D1-5-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,https://m.media-amazon.com/images/I/712vRlYR0VL._AC_UL320_.jpg,2025-04-07
Men,Shoe,BRUTON,Men's Shoes,497,2999.0,83.43,2502,Budget,In Stock,3.5,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfYXRmOjMwMDM0OTU1NjU2MjYzMjo6MDo6&url=%2FBRUTON-Lite-Sport-Shoes-Running%2Fdp%2FB0DHGM2YWR%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71f3BmjCwtL._AC_UL320_.jpg,2025-04-07
Men,Shoe,BRUTON,Men's Shoes,474,2999.0,84.19,2525,Budget,In Stock,3.5,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfYXRmOjMwMDM0ODgyMjYwNzczMjo6MDo6&url=%2FBRUTON-Lite-Sport-Shoes-Running%2Fdp%2FB0DHGLCH6Y%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61VHvg7wvCL._AC_UL320_.jpg,2025-04-07
Men,Shoe,BRUTON,Men's Shoes,497,2499.0,80.11,2002,Budget,In Stock,3.2,No,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfYXRmOjMwMDM0NDk3MzM2ODgzMjo6MDo6&url=%2FBRUTON-Lite-Sport-Shoes-Running%2Fdp%2FB0DHH7TMQ1%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61JM1MRxFCL._AC_UL320_.jpg,2025-04-07
Men,Shoe,BRUTON,Men's Shoes,499,2999.0,83.36,2500,Budget,In Stock,1.0,Yes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTYxMDA0NTcwNjYxNzc0OjE3NDQwNDY5Mzc6c3BfYXRmOjMwMDUxODcxODQ3ODMzMjo6MDo6&url=%2FBRUTON-Sneakers-Casual-Walking-Men-Blue%2Fdp%2FB0F2N9PBKD%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU%26dib_tag%3Dse%26keywords%3Dmen%2527s%2Bshoes%26qid%3D1744046937%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71Ms8e-TmxL._AC_UL320_.jpg,2025-04-07
Men,Shoe,ASIAN,Men's Shoes,799,1499.0,46.7,700,Budget,In Stock,3.3,Yes,https://www.amazon.in/ASIAN-MEXICO-11-Synthetic-Lightweight-Comfortable/dp/B0DBD6L65N/ref=sr_1_5?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-5,https://m.media-amazon.com/images/I/81R6YbNKOzL._AC_UL320_.jpg,2025-04-07
Men,Shoe,BRUTON,Men's Shoes,262,1299.0,79.83,1037,Budget,In Stock,3.0,No,https://www.amazon.in/BRUTON-Exclusive-Trendy-Shoes-Numeric_9/dp/B0BVJ3TCTQ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-6,https://m.media-amazon.com/images/I/61gKatv2y7L._AC_UL320_.jpg,2025-04-07
Men,Shoe,ASIAN,Men's Shoes,599,999.0,40.04,400,Budget,In Stock,3.9,Yes,https://www.amazon.in/ASIAN-Wonder-13-Sports-Running-Shoes/dp/B01N54ZM9W/ref=sr_1_7?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-7,https://m.media-amazon.com/images/I/61utX8kBDlL._AC_UL320_.jpg,2025-04-07
Men,Shoe,LANCER,Men's Shoes,674,1249.0,46.04,575,Budget,In Stock,3.6,Yes,https://www.amazon.in/Lancer-White-Sports-Running-Indus-251/dp/B081LGL5QT/ref=sr_1_8?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-8,https://m.media-amazon.com/images/I/61RFlIUeaIL._AC_UL320_.jpg,2025-04-07
Men,Shoe,Boldfit,Men's Shoes,1499,2999.0,50.02,1500,Budget,In Stock,4.0,Yes,https://aax-eu.amazon.in/x/c/JJRrxqZraHEKiVLCwXOsAHkAAAGWEUxVGgMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBsM1t4/clv1_CEuOPUxokZA0iHrVXsgz7DrVXHdwa6MXiYwj3zfU6Mp48X8u1S66dPw18HHE8xvVjq0yzpNb3X7OfU1DAGcAA2d9GDmUCs34KlgvW1pVYVD_A69xhEfB8IkGXCROUeW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3xQ8E-0vSRa3bF-jjAz9B7yl_bPrUYAZJ0SW56eH2BSUewLsFNCZnNkE8M45T-zoubjnPt-RMMBSj-0ucD0PlI8C-9FHE6Fj0W5fDGy7yyiJprU4XFOaczh8qmqAj0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq86WXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCdGXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwltwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQryIC29lbNAxeytcyexjG60Qigkh7IPYOBROVnoAnsd90rwTCxQTfgf_p0A3oQKEfuZ-_SAg5lpAx_oWyekSDU63IEAf74XhGKHTz66cFkgxRiTRrUzDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TFcXwAHKpNZ2dNBMpsGMm0g2uu2FSrqklLWG1HyQ23r41m4R4w7jlm-7mTz3qME1puMiiBPFT8sBcP1DCtqEx8Lg2BNUGRg7KgXQowrZsixEVWkCU2BJQSbNy2eXqAWmRYH63bPusebF5iu6ZLkRDt-CXoDxoTuyaCxBH_UfYg1PYWpHQ7_SyQfEA3wQDCOZ_5ZL3ikyZ7gD2JKG9jRGqzZWJcCqinJh_INf7RJqcBqDUr64OQjae4xQPNRgbkCgcZHoFBcpCbyxbbu5lOm3XSja-5dJL8xRMzlJP7ydWW2pKsRuq3ZtDYWvpbLjuvAcb9b9mzooMfp4gVYGa1QbcMHrKGjWS5YOlo_RtLy0yxiQ6VDy4JYjhTdpZ8EME0uvH3zCxEayZT4Io1HGIubA9slb7q5GxRzw-6NqKmHmCEUTSGuO81fg1iAaBLvJIuE8nPqMeXXoUqNHcIQWojITzatPtYaKig6LpGWrOMjwXP9PZ97bzowCqzSc1YYIJ5E7TwL-zEjNluYnd3I805_N6OcawnV7UcZFG9QL6aAXz362AHCzjo2JFEyiRKlqFRvyX3SaZAT8QkU9U6XjX5K02jmpEWhI-K0i-v_hjlx_Y1NGz44yL9F2LxDWFQat0RcDGkDhv4i2oyjlFDDtQGDc7hSdYcw48cVxyP4p7mYPlGjEH0T7AWVYgYBVys6OoUCsSgJoLeJrEJfmRN4cPjDUkfT5KG-KG2ipCIhAscmkrJyDq8QGrkzmnUKVJ2IGBVtO96d5ArmNtzlam978S2fHdRUDNuvqsIG1sFPfioXOKg23cFb01UwO4BtrWsKifzPfWDiPyLoTT2CQmmRJyrEDXCzjcj9tN6NhvMAlS_y3bNsivMrnS3ksmZ39uOW7q714b-iGvABB_TDQ_L4_Hhzj0ThSqmC7hbhxdB-mhWKil-DawtY2U7wS_WHLEwdNx0J9tnnEi7tSPtxCZ4pr3H4wDeOtlpG9E5XPaiEMmkBM4qisH0o98DyVmA/https://www.amazon.in/dp/B0DGXJP44L?pd_rd_i=B0DGXJP44L&pf_rd_p=288d7cd9-bdfb-4778-882a-c15de0f76151&pf_rd_r=AJT3MR3D56BAP9VVXHX4&pd_rd_wg=vipk7&pd_rd_w=ivsye&pd_rd_r=27fbbec7-6441-4787-91b9-08eca18f5a17,https://m.media-amazon.com/images/I/61n0c-nFbBL._AC_UL320_.jpg,2025-04-07
Men,Shoe,Reebok,Men's Shoes,1469,2499.0,41.22,1030,Budget,In Stock,4.0,Yes,https://www.amazon.in/Reebok-Stride-Runner-Running-Shoes/dp/B09SHTBKK4/ref=sr_1_9?dib=eyJ2IjoiMSJ9.jisKpt-8y4lufD2mzNL7z405uWavKb38ekBG_N1bYPRKbJiBYWzX7oe_HzrEQfefDzWguqN8H9wxcmFDiCNHaD4Eh3GgBhy2xE-Ddb4yBG5omfI5HYoqSEaoUsmYJL717rg1Wh3KwZ18rtqCzp1xxAFXFsi-Frj-yOWjWsVkUtBMPoYLzxp4h0BFhZNYjk0jdjHsgObhHGwVWm6SiGCWIzkvBTXsR08Y7l_De--XpK9f_jYMkgLRvVryBl1bw70FhMBooXLwuyL2DqTnYBGqDJeEbUX45ogh1ubdTxeTTGw.P1bJZU5Z0ZPoVuOmfg2X1xd3IAudJ_FcOm8GJK9eDSU&dib_tag=se&keywords=men%27s+shoes&qid=1744046937&sr=8-9,https://m.media-amazon.com/images/I/51Inwb0gwLL._AC_UL320_.jpg,2025-04-07
